,title,ISBN,weight
505,胭脂扣,978-7-5133-1174-8,"[('香港', 0.30165818076655043), ('胭脂扣', 0.25236666304995015), ('收工', 0.18026190217853583), ('宵夜', 0.14420952174282867), ('主演', 0.1431218287927381), ('老人', 0.14071973179628897), ('哀婉', 0.1081571413071215), ('李碧华', 0.1081571413071215), ('幽怨', 0.1081571413071215), ('金马奖', 0.1081571413071215), ('小何', 0.1081571413071215), ('永定', 0.1081571413071215), ('女人', 0.10683233160372624), ('一段段', 0.10163947624570445), ('启事', 0.10163947624570445), ('金像奖', 0.10163947624570445), ('导演', 0.1010246697246744), ('电影', 0.09806600327123287), ('男人', 0.09456657104623478), ('作答', 0.09342818937066216)]"
506,天蓝色的彼岸 = The great blue yonder,978-7-5596-2843-5,"[('姐姐', 0.2393252278731289), ('哲学', 0.1912439682347882), ('再见', 0.17697002784667595), ('探索', 0.17470951650739444), ('马伯庸', 0.17265441487092356), ('小心', 0.15955015191541927), ('人间', 0.14644588895991495), ('生命', 0.14384943628051058), ('告诉', 0.14057997513603315), ('披上', 0.1362359485933104), ('爱惜', 0.13003753357213116), ('岔路', 0.13003753357213116), ('抒情', 0.13003753357213116), ('生与死', 0.13003753357213116), ('真的', 0.12837017271762624), ('徘徊', 0.12522966936092933), ('卡车', 0.12522966936092933), ('主题', 0.12315849358463352), ('触动', 0.11798001856445062), ('外衣', 0.11510294324728237)]"
507,昆虫记 = Souvenirs entomologiques,978-7-5404-6371-7,"[('昆虫', 0.5105031006033256), ('母爱', 0.2840849429636207), ('昆虫记', 0.20326197015540204), ('本能', 0.17896118147495754), ('更有意义', 0.16260957612432164), ('散文家', 0.16260957612432164), ('周作人', 0.16260957612432164), ('剧作家', 0.15281054907766706), ('翻译家', 0.14046523500918293), ('哲学家', 0.14046523500918293), ('有的是', 0.12910648136329297), ('艺术家', 0.1237136876286686), ('戏剧', 0.1237136876286686), ('无聊', 0.12141029083558387), ('诗人', 0.11930745431663836), ('巨著', 0.11460791180825029), ('表达', 0.11201729656988318), ('反观', 0.10939352155785548), ('学者', 0.10696214024815426), ('趣味', 0.10255590693612401)]"
508,洗澡,978-7-02-009050-1,"[('改造', 0.5088504014941907), ('知识分子', 0.48759565713075886), ('洗澡', 0.3250637714205059), ('三反', 0.21363231141698166), ('近代知识分子', 0.21363231141698166), ('杨绛', 0.20075859974815682), ('儒林外史', 0.19162455595752262), ('现代文学', 0.184539641169712), ('形形色色', 0.16961680049806355), ('效果', 0.15950574178475044), ('称为', 0.14052413025079388), ('动作', 0.13219393900766288), ('长篇小说', 0.12872680910897352), ('时期', 0.12560128957914543), ('政治', 0.12367642875711846), ('描写', 0.12014496149160724), ('背景', 0.11477670691314416), ('思想', 0.11339603375088175), ('中国文学', 0.09495950821668618), ('文学', 0.08208579654786133)]"
509,哈利·波特与密室 : 全彩绘本,978-7-02-012041-3,"[('魔法', 0.2734288183779878), ('字迹', 0.2544668154869405), ('密室', 0.23973551769635587), ('彩绘', 0.23388929772618403), ('罗琳', 0.18959977647234305), ('回到', 0.14869420951530857), ('陋居', 0.14729175159010777), ('寒酸', 0.14729175159010777), ('敌者', 0.14729175159010777), ('威奖', 0.14729175159010777), ('被涂', 0.14729175159010777), ('礼家', 0.14729175159010777), ('联想起', 0.14729175159010777), ('预警', 0.1384157930396893), ('哈迷', 0.1321182002265999), ('墙面', 0.1321182002265999), ('警惕', 0.1321182002265999), ('映照', 0.1321182002265999), ('继承人', 0.1321182002265999), ('家养', 0.1321182002265999)]"
510,丰乳肥臀,978-7-5063-6666-3,"[('丰乳肥臀', 0.36660397762115104), ('母亲', 0.2760956828860476), ('癫狂', 0.22465776166488552), ('苦难', 0.1941816007385876), ('流程图', 0.13003752634941187), ('魔幻现实主义', 0.13003752634941187), ('抚育', 0.13003752634941187), ('载体', 0.13003752634941187), ('世纪', 0.12797001614519002), ('废人', 0.12220132587371703), ('吐哺', 0.12220132587371703), ('胃袋', 0.12220132587371703), ('颠簸', 0.12220132587371703), ('沿袭', 0.12220132587371703), ('生养', 0.12220132587371703), ('厮杀', 0.12220132587371703), ('磨坊', 0.12220132587371703), ('历史舞台', 0.12220132587371703), ('兵匪', 0.12220132587371703), ('枝枝蔓蔓', 0.12220132587371703)]"
511,深湖暗影 = Eerie figure in abyssal lake,978-7-5137-1522-5,"[('肉球', 0.38352884715463004), ('婴儿', 0.2318740348102499), ('灵眼', 0.19176442357731502), ('虎鲨', 0.1802084942279661), ('小伙伴', 0.1559365262879602), ('故友', 0.14382331768298626), ('哪吒闹海', 0.14382331768298626), ('客厅', 0.14069851081842272), ('冒险', 0.1243258746318789), ('屏幕', 0.1242373087713829), ('出生', 0.1136493082665835), ('沙发', 0.10942106499280416), ('神话', 0.10381294450965133), ('暗影', 0.09588221178865751), ('溺亡', 0.09588221178865751), ('鱼类', 0.09588221178865751), ('魔眼', 0.09588221178865751), ('薯片', 0.09588221178865751), ('骗局', 0.09588221178865751), ('求救信', 0.09588221178865751)]"
512,没有女人的男人们,978-7-5327-6877-6,"[('男人', 0.32262142209888073), ('村上春树', 0.32055692384912776), ('女人', 0.27942473484965874), ('发表', 0.24412973417471184), ('短篇小说集', 0.19100251254660042), ('妻子', 0.17946635011702514), ('短篇', 0.17155468153954767), ('春秋', 0.15411164621912563), ('器官', 0.1372174686959716), ('最早', 0.12733500836440026), ('短篇集', 0.11393003256634028), ('抛弃', 0.10713852815695785), ('文艺', 0.10668369379538423), ('前言', 0.10249631659418558), ('木野', 0.10249631659418558), ('专辑', 0.10249631659418558), ('恋爱', 0.10052400818958723), ('挪威的森林', 0.1000952487375822), ('新书', 0.09663572698609046), ('丧失', 0.09357528083975328)]"
513,孤独是种大自在 = Loneliness is a kind of freedom,978-7-5145-1191-8,"[('林清玄', 0.6849623657320434), ('孤独', 0.23816542243698624), ('人生', 0.1698000990926258), ('大自', 0.1468517562434163), ('平易', 0.11040184982670143), ('散文', 0.10848518071425828), ('从容', 0.10146708312780779), ('生命', 0.09066680774636177), ('不美', 0.08811105374604977), ('含带', 0.08811105374604977), ('境界', 0.08619669083171022), ('价值', 0.08586521855892973), ('怜惜', 0.08280138737002607), ('演讲', 0.08230053047085861), ('特色', 0.08230053047085861), ('当事人', 0.07903411912292808), ('道理', 0.06907108700475065), ('世人', 0.06262887665463399), ('提到', 0.06172539785314395), ('追求', 0.06026137183554639)]"
514,给孩子讲宇宙,978-7-5357-9414-7,"[('宇宙', 0.4511369740421115), ('给孩子', 0.1888777979155556), ('地球', 0.17083087399297883), ('淼哥', 0.14973949124877464), ('望见', 0.14973949124877464), ('栖居', 0.14973949124877464), ('永无止境', 0.14973949124877464), ('宇宙学', 0.14973949124877464), ('电磁波', 0.14973949124877464), ('造物', 0.14973949124877464), ('月食', 0.14973949124877464), ('测算', 0.14973949124877464), ('遥想', 0.14973949124877464), ('天文学', 0.14071602928748628), ('周长', 0.14071602928748628), ('李淼', 0.14071602928748628), ('非同一般', 0.14071602928748628), ('普及读物', 0.14071602928748628), ('烛光', 0.13431378113887182), ('证实', 0.1293478116709061)]"
515,东方快车谋杀案 = Murder on the orient express,978-7-5133-2685-8,"[('包厢', 0.35186148175808796), ('豪华', 0.23695896885405543), ('侦探', 0.23413155664786908), ('铺位', 0.17593074087904398), ('难求', 0.17593074087904398), ('蓝本', 0.17593074087904398), ('午夜文库', 0.17593074087904398), ('绑架案', 0.17593074087904398), ('出行', 0.17593074087904398), ('大师系列', 0.17593074087904398), ('反锁', 0.16532896619085646), ('大雪', 0.16532896619085646), ('死在', 0.16532896619085646), ('一早', 0.16532896619085646), ('谋杀案', 0.16532896619085646), ('搭乘', 0.16532896619085646), ('想出', 0.16532896619085646), ('宽裕', 0.16532896619085646), ('车厢', 0.1578068873412234), ('盛名', 0.15197230969977518)]"
516,瓦尔登湖,978-7-201-08213-4,"[('瓦尔登湖', 0.44492168526611153), ('李继宏', 0.39908719710746005), ('梭罗', 0.29661445684407434), ('加法', 0.14830722842203717), ('博物学', 0.13937007615118419), ('注解', 0.13937007615118419), ('认准', 0.13937007615118419), ('海子', 0.13937007615118419), ('世界名著', 0.13937007615118419), ('减法', 0.13302906570248668), ('意境', 0.13302906570248668), ('闪现', 0.12811059588480267), ('追风筝的人', 0.12811059588480267), ('小王子', 0.12811059588480267), ('改写', 0.12409191343163369), ('升华', 0.12409191343163369), ('为生', 0.12409191343163369), ('评为', 0.12409191343163369), ('深邃', 0.1177509029829362), ('导读', 0.1177509029829362)]"
517,生活图鉴,978-7-220-10945-4,"[('洗衣', 0.33534437217559343), ('生活', 0.3052761364135498), ('修理', 0.3007982078402689), ('做饭', 0.2521089291965424), ('收纳', 0.2244719977282827), ('烹饪', 0.18908169689740678), ('生活图鉴', 0.13413774887023738), ('打扫卫生', 0.13413774887023738), ('缝纫', 0.13413774887023738), ('擦鞋', 0.13413774887023738), ('清扫', 0.13413774887023738), ('实用手册', 0.1260544645982712), ('洗衣服', 0.1260544645982712), ('买菜', 0.12031928313610755), ('打扫', 0.12031928313610755), ('经历', 0.11605695472805544), ('家事', 0.11587073078805282), ('翻开书', 0.11587073078805282), ('相伴', 0.11223599886414135), ('花费', 0.11223599886414135)]"
518,银河帝国 . 1 :基地,978-7-5399-8329-5,"[('阿西莫夫', 0.5471627313143366), ('银河帝国', 0.3517474701306449), ('行星', 0.1950252750863226), ('银河', 0.1950252750863226), ('银河系', 0.18819019304560225), ('科幻作家', 0.13837771972322213), ('著名', 0.13450655068772857), ('星球', 0.1258016823519846), ('人类', 0.12060889400899817), ('星际', 0.11386275221768773), ('机器人', 0.10937212952360133), ('称之为', 0.1037832897924166), ('住人', 0.10236499703449975), ('太空', 0.09590626260580298), ('地球', 0.08699059658495616), ('空间', 0.08326720725113229), ('天文学家', 0.0818919976275998), ('直至', 0.08133053729834837), ('预言', 0.07992188550483581), ('帝国', 0.07742629654713284)]"
519,用得上的商学课,978-7-5217-0121-0,"[('机会成本', 0.47905553468561407), ('商学', 0.38944960228172226), ('用得上', 0.3152687256566323), ('老路', 0.24380549668673257), ('课程', 0.19026934774056545), ('商业', 0.15637207986287371), ('创业', 0.14635743124027317), ('管理', 0.13031006655239474), ('用户', 0.12603321690930983), ('思维', 0.11199799366218056), ('放弃', 0.10594881372058351), ('体系', 0.10323740343746439), ('知识点', 0.0959896182714309), ('选择', 0.09048696374081795), ('实践', 0.08848920294639805), ('投资', 0.08607167742344715), ('收益率', 0.08331400603228072), ('读书', 0.08082521857119623), ('音频', 0.07658320389211351), ('代价', 0.07657144503518581)]"
520,故乡 : 鲁迅专集 : 经典彩绘本,978-7-80716-910-9,"[('鲁迅', 0.6132023829199243), ('故乡', 0.250185360630996), ('散文', 0.24763934110080932), ('作品选', 0.22051270986016205), ('专集', 0.2026978490684991), ('彩绘', 0.18630664072452455), ('回忆', 0.15264978990142286), ('作品', 0.149508121268971), ('经典', 0.13483069413217869), ('深刻含义', 0.11732658018970162), ('正传', 0.11732658018970162), ('介绍', 0.11433607955474233), ('小说集', 0.11025635493008103), ('导语', 0.11025635493008103), ('人和物', 0.11025635493008103), ('亲切感', 0.11025635493008103), ('时代背景', 0.11025635493008103), ('创作', 0.10825556758347515), ('编者', 0.10134892453424955), ('呐喊', 0.10134892453424955)]"
521,告白,978-7-5404-7399-0,"[('教师', 0.25340258135755284), ('冠军', 0.23016769340125806), ('感染', 0.2020993160193917), ('告白', 0.2020993160193917), ('女儿', 0.17837540357453535), ('杀人者', 0.16969602024577193), ('爱女', 0.15221444879601653), ('学生', 0.14201584692390265), ('传染', 0.14141335020480994), ('本屋', 0.14141335020480994), ('对善', 0.14141335020480994), ('病毒', 0.14141335020480994), ('电影', 0.1384769350213697), ('杀害', 0.1291050683538041), ('推理', 0.12650962037205193), ('光明', 0.1172513058965057), ('悖论', 0.11313068016384796), ('复仇', 0.10758755696150339), ('新人奖', 0.10147629919734437), ('单亲', 0.10147629919734437)]"
522,盗墓笔记 . 捌 : 大结局 . 上,978-7-80740-801-7,"[('鬼影', 0.4755612070727564), ('古楼', 0.3434837489991182), ('盗墓笔记', 0.3025207000609289), ('大结局', 0.2157327907478891), ('考古队', 0.2157327907478891), ('群山', 0.20583147347764974), ('人皮', 0.1245573688995701), ('遏阻', 0.1245573688995701), ('密境', 0.1245573688995701), ('垮塌', 0.1245573688995701), ('小花', 0.1245573688995701), ('救回', 0.1188903017681891), ('三叔', 0.1188903017681891), ('秘密', 0.11644959563633724), ('终于', 0.11467859523653369), ('面具', 0.11449458299970607), ('村寨', 0.11449458299970607), ('假扮', 0.11449458299970607), ('队员', 0.11449458299970607), ('油瓶', 0.11449458299970607)]"
523,没有秘密长不大,978-7-5332-6342-3,"[('没有秘密长不大', 0.3866968585746517), ('秘密', 0.33973979586790054), ('早恋', 0.25779790571643446), ('网络游戏', 0.25779790571643446), ('沉迷', 0.242262728078711), ('单翼', 0.242262728078711), ('领悟到', 0.23124034413159558), ('教训', 0.20979896606822795), ('男生', 0.1924813990407744), ('天使', 0.18324140448338902), ('友情', 0.1659238374559355), ('包含', 0.1595232500109185), ('偶然', 0.15807724963358621), ('包括', 0.13370968194646451), ('经验', 0.13081665066523562), ('妈妈', 0.1294481315325014), ('离开', 0.1268495452154435), ('感到', 0.12622653209995335), ('机会', 0.12561348762310318), ('薰衣草', 0.1211313640393555)]"
524,你若安好 便是晴天 : 林徽因传,978-7-5113-1658-5,"[('林徽因', 0.7190327504132403), ('安好', 0.27641150068202286), ('晴天', 0.26619176700061986), ('便是', 0.18895651603960803), ('人物传记', 0.16718780127587057), ('女性', 0.127123321537405), ('形色', 0.10271896434474861), ('人民英雄纪念碑', 0.10271896434474861), ('设计者', 0.10271896434474861), ('白落梅', 0.10271896434474861), ('国徽', 0.10271896434474861), ('怀想', 0.10271896434474861), ('建筑学家', 0.10271896434474861), ('记挂', 0.10271896434474861), ('文艺腔', 0.10271896434474861), ('仰慕', 0.09652900964583841), ('花开', 0.09652900964583841), ('一树', 0.09652900964583841), ('参与者', 0.09213716689400764), ('才女', 0.08873058900020662)]"
525,鸡蛋哥哥小组,978-7-5133-0684-3,"[('鸡蛋', 0.83507358930826), ('蛋壳', 0.1605100350908641), ('妹妹', 0.12202910740714382), ('日本绘本', 0.11210730875748662), ('成长', 0.10823043477429126), ('怀抱', 0.10700669006057606), ('乌鸦', 0.10305034283244263), ('孩子', 0.10008928647235324), ('父母', 0.09927259782308898), ('小鸡', 0.09708467188716978), ('儿童文学家', 0.08947217028302787), ('附属小学', 0.08947217028302787), ('副校长', 0.08947217028302787), ('感谢', 0.08610907325633492), ('选定', 0.08408048156811497), ('套装', 0.08242761609365383), ('自信', 0.08033931650401385), ('小组', 0.07281350391537733), ('心理学家', 0.06458180494225119), ('放在', 0.06258357974684126)]"
526,真要命的旅行,978-7-5391-6479-3,"[('真要命', 0.542131313371875), ('旅行', 0.38555336347585106), ('老鼠记者', 0.325278788023125), ('休假', 0.21685252534875002), ('破床', 0.10842626267437501), ('猫尿味', 0.10842626267437501), ('鼠民', 0.10842626267437501), ('旅行社', 0.10842626267437501), ('再来一个', 0.10842626267437501), ('浴缸', 0.10842626267437501), ('虱飞', 0.10842626267437501), ('亲子读物', 0.1018923800714121), ('蟑螂', 0.1018923800714121), ('意大利文学', 0.1018923800714121), ('脚踏车', 0.1018923800714121), ('熬过', 0.1018923800714121), ('公报', 0.1018923800714121), ('分册', 0.1018923800714121), ('懵懵懂懂', 0.1018923800714121), ('锈迹斑斑', 0.09725651658824509)]"
527,米小圈上学记 :加油！足球小将,978-7-5365-6514-2,"[('老妈', 0.6249300411105825), ('米小圈', 0.45323624127110695), ('护士节', 0.36172512396289136), ('医生', 0.15862490743275376), ('聪明', 0.1375584992230187), ('劳动节', 0.12057504132096378), ('锅炉', 0.11330906031777674), ('搞不懂', 0.11330906031777674), ('穿上', 0.11330906031777674), ('教师节', 0.11330906031777674), ('更正', 0.11330906031777674), ('提议', 0.10815376475327035), ('踢足球', 0.10815376475327035), ('糊涂', 0.10415500685176375), ('护士', 0.10415500685176375), ('舍得', 0.09812538597810426), ('裙子', 0.0957324881855769), ('批评', 0.08846650718238984), ('自私', 0.08846650718238984), ('做人', 0.08846650718238984)]"
528,以你为名的小时光,978-7-5500-3032-9,"[('蝴蝶', 0.27590625606854896), ('为名', 0.24790060757695936), ('看着', 0.24769966852970687), ('青梅竹马', 0.23662171338177526), ('爆棚', 0.1859254556827195), ('爷爷', 0.1798936525107678), ('老人', 0.17160904551513323), ('爱情', 0.15621260621282138), ('竹马', 0.1318986580519477), ('很宠', 0.1318986580519477), ('戳戳', 0.1318986580519477), ('丫头', 0.1318986580519477), ('伶俐', 0.1318986580519477), ('打篮球', 0.1318986580519477), ('明亮', 0.1301414384443402), ('终老', 0.12395030378847968), ('微甜', 0.12395030378847968), ('酸涩', 0.12395030378847968), ('闯进', 0.11831085669088763), ('晚安', 0.11393656168501363)]"
529,人类简史 : 从动物到上帝 = =Sapiens : a brief history of humankind,978-7-5086-4735-7,"[('人类简史', 0.35026846384270743), ('革命', 0.28821895034692296), ('历史', 0.20970225853156607), ('宗教', 0.17561101875104168), ('科学', 0.15344567621603172), ('鸿沟', 0.15242124866240647), ('人类', 0.1496553082694831), ('课程', 0.1491830705780828), ('认知革命', 0.14548644058119825), ('资本主义', 0.14010738553708296), ('地球', 0.13878085845627047), ('农业', 0.1357123775525479), ('上帝', 0.10792610949476443), ('幸福', 0.08558576422297207), ('剩下', 0.0852183385489305), ('发明', 0.0852183385489305), ('发展', 0.08230418850790286), ('受欢迎', 0.08192208256052917), ('一神教', 0.08109765584552842), ('专长', 0.08109765584552842)]"
530,那片星空，那片海,978-7-5404-7142-2,"[('星空', 0.49374335569569106), ('鲜花', 0.3346838910332262), ('拥抱', 0.33103777117635474), ('爱情', 0.23568124104269103), ('芬芳', 0.23375803442431925), ('桐华', 0.23375803442431925), ('用力', 0.18250753093657052), ('抱紧', 0.12437392288301256), ('浇灌', 0.12437392288301256), ('相拥', 0.12437392288301256), ('影视制作', 0.12437392288301256), ('刺进', 0.12437392288301256), ('刺穿', 0.12437392288301256), ('肌肤', 0.11687901721215962), ('胸膛', 0.11687901721215962), ('永远都是', 0.11687901721215962), ('无垠', 0.11687901721215962), ('鲜血', 0.1115612970110754), ('了用', 0.1115612970110754), ('爱情小说', 0.10743655277361812)]"
531,智能时代 : 大数据与智能革命重新定义未来,978-7-5086-6381-4,"[('智能', 0.7250781014248786), ('数据', 0.43966208096360254), ('机器', 0.2544046267538038), ('商业模式', 0.17528984670229697), ('吴军', 0.15180060462479272), ('定义', 0.1346392703390252), ('革命', 0.1325848097069681), ('商业', 0.10966718647947407), ('技术', 0.1079865184590773), ('升级换代', 0.09326518307538627), ('难以解决', 0.09326518307538627), ('影响', 0.0868037617678445), ('个性化', 0.08365728561647397), ('原有', 0.08056423349165319), ('癌症', 0.07803702589223617), ('时代', 0.0754369435495094), ('治疗', 0.07241676616799839), ('社会', 0.0723402261199757), ('人工智能', 0.07095633603274089), ('难题', 0.06963521627631239)]"
532,明朝那些事儿 . 第壹部 :洪武大帝,978-7-213-04633-9,"[('明朝那些事儿', 0.4880579572036832), ('明朝', 0.350753786862261), ('历史', 0.24454057032082227), ('当年明月', 0.2440289786018416), ('图书', 0.20252400896764053), ('政治经济', 0.15367721416261404), ('心术', 0.15367721416261404), ('当当网', 0.15367721416261404), ('全本', 0.14441646080524304), ('着墨', 0.14441646080524304), ('人伦', 0.14441646080524304), ('演义', 0.13784585173176742), ('通俗读物', 0.13784585173176742), ('大帝', 0.1327492913849336), ('白话', 0.1327492913849336), ('斩获', 0.1285850983743964), ('所著', 0.1285850983743964), ('官场', 0.1285850983743964), ('很好看', 0.12506432335034556), ('史料', 0.12506432335034556)]"
533,佩奇小时候 : 情绪情感,978-7-5397-9469-3,"[('妈妈', 0.5331436449913666), ('刷牙', 0.2123527215072884), ('劝阻', 0.2123527215072884), ('没满', 0.2123527215072884), ('行为习惯', 0.2123527215072884), ('纸质书', 0.2123527215072884), ('购物车', 0.1995561192955605), ('儿童绘本', 0.1834343071441007), ('红遍', 0.1834343071441007), ('幼儿', 0.17768018332367863), ('任性', 0.17281514095389075), ('小猪', 0.16155837117221886), ('养成', 0.1585503528907571), ('小时候', 0.1585503528907571), ('牙齿', 0.1558042473517968), ('坚定', 0.14481158207653155), ('无比', 0.1352715057636264), ('烦恼', 0.13392831137991493), ('情绪', 0.1314021391654253), ('睡觉', 0.13021104292834096)]"
534,他来了，请闭眼 . 下,978-7-5500-0989-9,"[('床垫', 0.26877328543720375), ('导购员', 0.20429175810121955), ('电梯', 0.15862455836823042), ('丁墨', 0.153584734535545), ('感觉', 0.1313849534813285), ('大神', 0.12976057468991567), ('兴趣', 0.1241639944391508), ('蜗牛', 0.12257505486073172), ('搬下来', 0.12257505486073172), ('爱情', 0.11613624617125791), ('看着', 0.11509518333028082), ('床上', 0.10631893950141998), ('微微', 0.10518897698745158), ('挑剔', 0.09975302050678549), ('低头', 0.09325534454695229), ('男人', 0.0857382323082556), ('导购', 0.08171670324048781), ('甜宠', 0.08171670324048781), ('低效', 0.08171670324048781), ('小票', 0.08171670324048781)]"
535,我许下三个愿望,978-7-5568-1498-5,"[('小鸡', 0.5511975500551874), ('孩子', 0.18941874282842303), ('法老', 0.169325875030821), ('文化背景', 0.169325875030821), ('格力', 0.169325875030821), ('桥梁', 0.15912211662573836), ('大力士', 0.15912211662573836), ('鸡舍', 0.15912211662573836), ('少儿读物', 0.15912211662573836), ('鸡窝', 0.15912211662573836), ('必不可少', 0.15912211662573836), ('迭出', 0.15188243482310992), ('皇后', 0.15188243482310992), ('魔法师', 0.14626690134875986), ('惊奇', 0.14626690134875986), ('伴侣', 0.13443899461539885), ('动漫', 0.12882346114104878), ('信念', 0.1242352362103162), ('象征', 0.12035594730608576), ('套装', 0.11699555440768773)]"
536,鬼吹灯 . 8 :巫峡棺山,978-7-5552-2713-7,"[('鬼吹灯', 0.4150780475895281), ('秘术', 0.2202919074394822), ('风水', 0.21338160297256506), ('蜡烛', 0.20753902379476405), ('棺山', 0.19126569124031292), ('离奇', 0.15366603152292316), ('尽释', 0.12751046082687528), ('疑窦', 0.12751046082687528), ('鬼船', 0.12751046082687528), ('半本', 0.12751046082687528), ('摸垒', 0.12751046082687528), ('鱼雨', 0.12751046082687528), ('水墙', 0.12751046082687528), ('残卷', 0.1101459537197411), ('速速', 0.1101459537197411), ('金派', 0.1101459537197411), ('发丘', 0.1101459537197411), ('死人', 0.1101459537197411), ('怪事', 0.1101459537197411), ('八字', 0.1101459537197411)]"
537,刻意练习 : 如何从新手到大师 = Peak : secrets from the new science of expertise,978-7-111-55128-7,"[('刻意练习', 0.4790487377554324), ('领域', 0.27326229665102963), ('行业', 0.2223236007717006), ('冠军', 0.19492774698474272), ('源于', 0.19492774698474272), ('大师', 0.19185769385322718), ('学习方法', 0.1901742148501919), ('杰出', 0.16779661956049505), ('方法', 0.12286256754642784), ('计算器', 0.1197621844388581), ('跳高', 0.1197621844388581), ('国际象棋', 0.1197621844388581), ('拼字', 0.1197621844388581), ('盲棋', 0.1197621844388581), ('开平方', 0.1197621844388581), ('小提琴家', 0.1197621844388581), ('弹完', 0.1197621844388581), ('象棋', 0.1125451870611294), ('入行', 0.1125451870611294), ('弹奏', 0.1125451870611294)]"
538,非暴力沟通 = Nonviolent communication,978-7-5080-9522-6,"[('非暴力沟通', 0.7698036105913117), ('方式', 0.15188179168282118), ('列为', 0.1347894075852628), ('和谐', 0.12388963103388795), ('研讨班', 0.11702921597675993), ('谈话', 0.11448655666858899), ('沟通', 0.10781496923299196), ('指责', 0.09792091385211373), ('写道', 0.09291722327541597), ('学生', 0.0783518821370543), ('内阁', 0.07801947731783995), ('医生', 0.07698006298760315), ('提醒', 0.07532232100706938), ('学习', 0.07392115169136498), ('冲突', 0.07380892115076976), ('艾滋病', 0.07331794013519048), ('教育领域', 0.07331794013519048), ('非暴力', 0.07331794013519048), ('长颈鹿', 0.06998214641739196), ('疾病', 0.0673947037926314)]"
539,我的路 . 4 :春暖花开 = My way . 4 :Spring scenery,978-7-5318-1828-1,"[('我的路', 0.5410258201005246), ('结局', 0.34464063762652053), ('四叶草', 0.21641032804020982), ('寂地', 0.21641032804020982), ('埋在', 0.21641032804020982), ('希望', 0.2091696065631662), ('春暖花开', 0.19411638969904718), ('种子', 0.18107527177607738), ('色彩', 0.13928597283884128), ('题外话', 0.10820516402010491), ('种下', 0.10820516402010491), ('三叶草', 0.10820516402010491), ('眷恋', 0.10820516402010491), ('出暖', 0.10820516402010491), ('心扉', 0.10168460505862004), ('面朝', 0.10168460505862004), ('路途', 0.10168460505862004), ('过客', 0.10168460505862004), ('发芽', 0.10168460505862004), ('自古以来', 0.09705819484952359)]"
540,遥远的向日葵地,978-7-5360-8446-9,"[('葵花', 0.34230402993233544), ('李娟', 0.21806689576287197), ('向日葵地', 0.21806689576287197), ('林业局', 0.16355017182215398), ('耕地', 0.15369446347232707), ('种子', 0.1368460187640311), ('人民', 0.1269903104142042), ('村庄', 0.11999757405573516), ('文字', 0.11329771181001749), ('地理界线', 0.10903344788143599), ('贫瘠', 0.10903344788143599), ('补种', 0.10903344788143599), ('喉羚', 0.10903344788143599), ('承包', 0.10903344788143599), ('看一遍', 0.10903344788143599), ('降雪量', 0.10903344788143599), ('取证', 0.10903344788143599), ('限定', 0.10246297564821805), ('颁奖词', 0.10246297564821805), ('记不住', 0.10246297564821805)]"
541,对的时间对的人,978-7-5500-0984-4,"[('苍穹', 0.3469817528770233), ('傲视', 0.3384627332593526), ('网游', 0.24615471509771103), ('暖萌', 0.1860539713453629), ('夫人', 0.17528315059309824), ('大神', 0.1465788634410686), ('酒店', 0.12520225042364158), ('结婚', 0.1228450461544056), ('游戏', 0.10530995723041797), ('江泞', 0.09230801816164164), ('午觉', 0.09230801816164164), ('大嫂', 0.09230801816164164), ('姐姐', 0.09030246903753131), ('打招呼', 0.08674543821925583), ('顾西爵', 0.08279872494108796), ('吃饭', 0.08006596945499395), ('电脑', 0.06561205703363127), ('轻松', 0.06245422220372417), ('特别', 0.062427770111894064), ('堂姐', 0.06153867877442776)]"
542,活着活着就老了,978-7-201-08398-8,"[('活着', 0.6164890233746443), ('冯唐', 0.23290162477869306), ('收录', 0.15570462611303287), ('散文', 0.1547867662612826), ('随笔', 0.14729465655763466), ('杂记', 0.14666976469353576), ('装版', 0.14666976469353576), ('成佛', 0.14666976469353576), ('教派', 0.14666976469353576), ('大龄', 0.13783128773901984), ('锦囊', 0.13783128773901984), ('老高', 0.13783128773901984), ('笔花', 0.13783128773901984), ('战略规划', 0.13783128773901984), ('未婚', 0.13156028854144117), ('删节', 0.13156028854144117), ('淋漓', 0.13156028854144117), ('群众', 0.13156028854144117), ('元气', 0.13156028854144117), ('满地', 0.12669612366905128)]"
543,以眨眼干杯,978-7-122-30746-0,"[('独角', 0.5868751963627485), ('水母', 0.410812637453924), ('星级', 0.2800868780878416), ('欢乐', 0.21380737665774494), ('活宝', 0.1873526287833456), ('评论', 0.18215632045732674), ('公报', 0.11737503927254969), ('儿童图书', 0.10789250202386928), ('读者', 0.09951183959054272), ('花生酱', 0.0936763143916728), ('讨喜', 0.0936763143916728), ('变身', 0.08803127945441228), ('形容', 0.0874987874870948), ('对白', 0.08402606342635248), ('冒险', 0.08097706204154201), ('故事', 0.07903143622382272), ('中心', 0.0780162502384144), ('展示', 0.06976147665641534), ('周刊', 0.06883312527023147), ('漫画', 0.06883312527023147)]"
